"subject" "condition" "item" "variable" "value"
"14746" 37 "b" 10 "TRC" 0
"14747" 37 "b" 10 "TRC" 3
"14748" 37 "b" 10 "TRC" NA
"14749" 37 "b" 14 "TRC" 0
"14750" 37 "b" 14 "TRC" 0
"14751" 37 "b" 14 "TRC" 0
"14752" 37 "b" 14 "TRC" 1
"14753" 37 "b" 14 "TRC" 0
"14754" 37 "b" 14 "TRC" 0
"14755" 37 "b" 14 "TRC" NA
"14756" 37 "b" 14 "TRC" 0
"14757" 37 "b" 14 "TRC" 1
"14758" 37 "b" 14 "TRC" 1
"14759" 37 "b" 14 "TRC" NA
"14760" 37 "b" 14 "TRC" NA
"14761" 37 "a" 1 "TRC" 0
"14762" 37 "a" 1 "TRC" 1
"14763" 37 "a" 1 "TRC" 2
"14764" 37 "a" 1 "TRC" 1
"14765" 37 "a" 1 "TRC" 1
"14766" 37 "a" 1 "TRC" 1
"14767" 37 "a" 1 "TRC" 0
"14768" 37 "a" 1 "TRC" 3
"14769" 37 "a" 1 "TRC" 0
"14770" 37 "a" 1 "TRC" 3
"14771" 37 "a" 1 "TRC" NA
"14772" 37 "a" 1 "TRC" NA
"14773" 37 "c" 15 "TRC" 0
"14774" 37 "c" 15 "TRC" 0
"14775" 37 "c" 15 "TRC" 0
"14776" 37 "c" 15 "TRC" 1
"14777" 37 "c" 15 "TRC" 0
"14778" 37 "c" 15 "TRC" 0
"14779" 37 "c" 15 "TRC" 0
"14780" 37 "c" 15 "TRC" 0
"14781" 37 "c" 15 "TRC" 0
"14782" 37 "c" 15 "TRC" NA
"14783" 37 "c" 15 "TRC" NA
"14784" 37 "c" 15 "TRC" NA
"14785" 37 "a" 13 "TRC" 0
"14786" 37 "a" 13 "TRC" 0
"14787" 37 "a" 13 "TRC" 0
"14788" 37 "a" 13 "TRC" 0
"14789" 37 "a" 13 "TRC" 1
"14790" 37 "a" 13 "TRC" NA
"14791" 37 "a" 13 "TRC" 0
"14792" 37 "a" 13 "TRC" NA
"14793" 37 "a" 13 "TRC" NA
"14794" 37 "a" 13 "TRC" 0
"14795" 37 "a" 13 "TRC" NA
"14796" 37 "a" 13 "TRC" NA
"14797" 37 "c" 3 "TRC" 0
"14798" 37 "c" 3 "TRC" 0
"14799" 37 "c" 3 "TRC" 0
"14800" 37 "c" 3 "TRC" 0
"14801" 37 "c" 3 "TRC" 0
"14802" 37 "c" 3 "TRC" 0
"14803" 37 "c" 3 "TRC" 0
"14804" 37 "c" 3 "TRC" 2
"14805" 37 "c" 3 "TRC" 0
"14806" 37 "c" 3 "TRC" 1
"14807" 37 "c" 3 "TRC" NA
"14808" 37 "c" 3 "TRC" NA
"14809" 37 "d" 12 "TRC" 0
"14810" 37 "d" 12 "TRC" 0
"14811" 37 "d" 12 "TRC" 0
"14812" 37 "d" 12 "TRC" 0
"14813" 37 "d" 12 "TRC" 1
"14814" 37 "d" 12 "TRC" 0
"14815" 37 "d" 12 "TRC" 1
"14816" 37 "d" 12 "TRC" 0
"14817" 37 "d" 12 "TRC" 1
"14818" 37 "d" 12 "TRC" NA
"14819" 37 "d" 12 "TRC" NA
"14820" 37 "d" 12 "TRC" NA
"14821" 37 "d" 4 "TRC" 0
"14822" 37 "d" 4 "TRC" 1
"14823" 37 "d" 4 "TRC" 1
"14824" 37 "d" 4 "TRC" 1
"14825" 37 "d" 4 "TRC" 0
"14826" 37 "d" 4 "TRC" 1
"14827" 37 "d" 4 "TRC" 0
"14828" 37 "d" 4 "TRC" 1
"14829" 37 "d" 4 "TRC" 1
"14830" 37 "d" 4 "TRC" NA
"14831" 37 "d" 4 "TRC" NA
"14832" 37 "d" 4 "TRC" NA
"14833" 37 "b" 6 "TRC" 0
"14834" 37 "b" 6 "TRC" 0
"14835" 37 "b" 6 "TRC" 0
"14836" 37 "b" 6 "TRC" 0
"14837" 37 "b" 6 "TRC" 2
"14838" 37 "b" 6 "TRC" 0
"14839" 37 "b" 6 "TRC" 0
"14840" 37 "b" 6 "TRC" 0
"14841" 37 "b" 6 "TRC" 1
"14842" 37 "b" 6 "TRC" 0
"14843" 37 "b" 6 "TRC" 3
"14844" 37 "b" 6 "TRC" NA
"14845" 37 "b" 2 "TRC" 0
"14846" 37 "b" 2 "TRC" 0
"14847" 37 "b" 2 "TRC" 0
"14848" 37 "b" 2 "TRC" 0
"14849" 37 "b" 2 "TRC" 0
"14850" 37 "b" 2 "TRC" 1
"14851" 37 "b" 2 "TRC" 0
"14852" 37 "b" 2 "TRC" 1
"14853" 37 "b" 2 "TRC" 1
"14854" 37 "b" 2 "TRC" 2
"14855" 37 "b" 2 "TRC" NA
"14856" 37 "b" 2 "TRC" NA
"14857" 37 "d" 16 "TRC" 0
"14858" 37 "d" 16 "TRC" 0
"14859" 37 "d" 16 "TRC" 0
"14860" 37 "d" 16 "TRC" 0
"14861" 37 "d" 16 "TRC" 0
"14862" 37 "d" 16 "TRC" 0
"14863" 37 "d" 16 "TRC" 0
"14864" 37 "d" 16 "TRC" NA
"14865" 37 "d" 16 "TRC" NA
"14866" 37 "d" 16 "TRC" NA
"14867" 37 "d" 16 "TRC" NA
"14868" 37 "d" 16 "TRC" NA
"14869" 37 "c" 7 "TRC" 0
"14870" 37 "c" 7 "TRC" 0
"14871" 37 "c" 7 "TRC" 0
"14872" 37 "c" 7 "TRC" 1
"14873" 37 "c" 7 "TRC" 0
"14874" 37 "c" 7 "TRC" 0
"14875" 37 "c" 7 "TRC" 0
"14876" 37 "c" 7 "TRC" 0
"14877" 37 "c" 7 "TRC" 1
"14878" 37 "c" 7 "TRC" NA
"14879" 37 "c" 7 "TRC" NA
"14880" 37 "c" 7 "TRC" NA
"14881" 38 "d" 15 "TRC" 0
"14882" 38 "d" 15 "TRC" 1
"14883" 38 "d" 15 "TRC" 2
"14884" 38 "d" 15 "TRC" 0
"14885" 38 "d" 15 "TRC" 4
"14886" 38 "d" 15 "TRC" 3
"14887" 38 "d" 15 "TRC" 2
"14888" 38 "d" 15 "TRC" 1
"14889" 38 "d" 15 "TRC" NA
"14890" 38 "d" 15 "TRC" NA
"14891" 38 "d" 15 "TRC" NA
"14892" 38 "d" 15 "TRC" NA
"14893" 38 "b" 13 "TRC" 0
"14894" 38 "b" 13 "TRC" 0
"14895" 38 "b" 13 "TRC" 0
"14896" 38 "b" 13 "TRC" 1
"14897" 38 "b" 13 "TRC" 0
"14898" 38 "b" 13 "TRC" 1
"14899" 38 "b" 13 "TRC" 2
"14900" 38 "b" 13 "TRC" 1
"14901" 38 "b" 13 "TRC" 0
"14902" 38 "b" 13 "TRC" 1
"14903" 38 "b" 13 "TRC" NA
"14904" 38 "b" 13 "TRC" NA
"14905" 38 "a" 12 "TRC" 0
"14906" 38 "a" 12 "TRC" 0
"14907" 38 "a" 12 "TRC" 2
"14908" 38 "a" 12 "TRC" 1
"14909" 38 "a" 12 "TRC" 2
"14910" 38 "a" 12 "TRC" 1
"14911" 38 "a" 12 "TRC" 2
"14912" 38 "a" 12 "TRC" 2
"14913" 38 "a" 12 "TRC" NA
"14914" 38 "a" 12 "TRC" 2
"14915" 38 "a" 12 "TRC" NA
"14916" 38 "a" 12 "TRC" NA
"14917" 38 "b" 1 "TRC" 0
"14918" 38 "b" 1 "TRC" 1
"14919" 38 "b" 1 "TRC" 3
"14920" 38 "b" 1 "TRC" 2
"14921" 38 "b" 1 "TRC" 3
"14922" 38 "b" 1 "TRC" 5
"14923" 38 "b" 1 "TRC" 1
"14924" 38 "b" 1 "TRC" 3
"14925" 38 "b" 1 "TRC" 2
"14926" 38 "b" 1 "TRC" 5
"14927" 38 "b" 1 "TRC" NA
"14928" 38 "b" 1 "TRC" NA
"14929" 38 "d" 3 "TRC" 0
"14930" 38 "d" 3 "TRC" 1
"14931" 38 "d" 3 "TRC" 3
"14932" 38 "d" 3 "TRC" 2
"14933" 38 "d" 3 "TRC" 4
"14934" 38 "d" 3 "TRC" 1
"14935" 38 "d" 3 "TRC" 3
"14936" 38 "d" 3 "TRC" 5
"14937" 38 "d" 3 "TRC" 4
"14938" 38 "d" 3 "TRC" 1
"14939" 38 "d" 3 "TRC" NA
"14940" 38 "d" 3 "TRC" NA
"14941" 38 "d" 7 "TRC" 0
"14942" 38 "d" 7 "TRC" 0
"14943" 38 "d" 7 "TRC" 1
"14944" 38 "d" 7 "TRC" 2
"14945" 38 "d" 7 "TRC" 1
"14946" 38 "d" 7 "TRC" 0
"14947" 38 "d" 7 "TRC" 2
"14948" 38 "d" 7 "TRC" 1
"14949" 38 "d" 7 "TRC" NA
"14950" 38 "d" 7 "TRC" NA
"14951" 38 "d" 7 "TRC" NA
"14952" 38 "d" 7 "TRC" NA
"14953" 38 "a" 16 "TRC" 0
"14954" 38 "a" 16 "TRC" 2
"14955" 38 "a" 16 "TRC" 6
"14956" 38 "a" 16 "TRC" 2
"14957" 38 "a" 16 "TRC" 4
"14958" 38 "a" 16 "TRC" 3
"14959" 38 "a" 16 "TRC" 7
"14960" 38 "a" 16 "TRC" 7
"14961" 38 "a" 16 "TRC" 6
"14962" 38 "a" 16 "TRC" 1
"14963" 38 "a" 16 "TRC" NA
"14964" 38 "a" 16 "TRC" NA
"14965" 38 "a" 8 "TRC" 0
"14966" 38 "a" 8 "TRC" 2
"14967" 38 "a" 8 "TRC" 3
"14968" 38 "a" 8 "TRC" 1
"14969" 38 "a" 8 "TRC" 4
"14970" 38 "a" 8 "TRC" 8
"14971" 38 "a" 8 "TRC" 2
"14972" 38 "a" 8 "TRC" 2
"14973" 38 "a" 8 "TRC" 0
"14974" 38 "a" 8 "TRC" 4
"14975" 38 "a" 8 "TRC" NA
"14976" 38 "a" 8 "TRC" NA
"14977" 38 "b" 9 "TRC" 0
"14978" 38 "b" 9 "TRC" 0
"14979" 38 "b" 9 "TRC" 1
"14980" 38 "b" 9 "TRC" 4
"14981" 38 "b" 9 "TRC" 3
"14982" 38 "b" 9 "TRC" 4
"14983" 38 "b" 9 "TRC" 3
"14984" 38 "b" 9 "TRC" 3
"14985" 38 "b" 9 "TRC" 1
"14986" 38 "b" 9 "TRC" 2
"14987" 38 "b" 9 "TRC" NA
"14988" 38 "b" 9 "TRC" NA
"14989" 38 "b" 5 "TRC" 0
"14990" 38 "b" 5 "TRC" 0
"14991" 38 "b" 5 "TRC" 1
"14992" 38 "b" 5 "TRC" 2
"14993" 38 "b" 5 "TRC" 2
"14994" 38 "b" 5 "TRC" 2
"14995" 38 "b" 5 "TRC" 5
"14996" 38 "b" 5 "TRC" 4
"14997" 38 "b" 5 "TRC" 3
"14998" 38 "b" 5 "TRC" 5
"14999" 38 "b" 5 "TRC" 1
"15000" 38 "b" 5 "TRC" NA
"15001" 38 "c" 10 "TRC" 0
"15002" 38 "c" 10 "TRC" 0
"15003" 38 "c" 10 "TRC" 0
"15004" 38 "c" 10 "TRC" 2
"15005" 38 "c" 10 "TRC" 3
"15006" 38 "c" 10 "TRC" 4
"15007" 38 "c" 10 "TRC" 3
"15008" 38 "c" 10 "TRC" 5
"15009" 38 "c" 10 "TRC" 0
"15010" 38 "c" 10 "TRC" 6
"15011" 38 "c" 10 "TRC" NA
"15012" 38 "c" 10 "TRC" NA
"15013" 38 "c" 2 "TRC" 0
"15014" 38 "c" 2 "TRC" 1
"15015" 38 "c" 2 "TRC" 3
"15016" 38 "c" 2 "TRC" 5
"15017" 38 "c" 2 "TRC" 5
"15018" 38 "c" 2 "TRC" 3
"15019" 38 "c" 2 "TRC" 6
"15020" 38 "c" 2 "TRC" 2
"15021" 38 "c" 2 "TRC" 3
"15022" 38 "c" 2 "TRC" NA
"15023" 38 "c" 2 "TRC" NA
"15024" 38 "c" 2 "TRC" NA
"15025" 38 "c" 14 "TRC" 0
"15026" 38 "c" 14 "TRC" 0
"15027" 38 "c" 14 "TRC" 5
"15028" 38 "c" 14 "TRC" 4
"15029" 38 "c" 14 "TRC" 4
"15030" 38 "c" 14 "TRC" 5
"15031" 38 "c" 14 "TRC" 1
"15032" 38 "c" 14 "TRC" 3
"15033" 38 "c" 14 "TRC" 2
"15034" 38 "c" 14 "TRC" NA
"15035" 38 "c" 14 "TRC" NA
"15036" 38 "c" 14 "TRC" NA
"15037" 38 "c" 6 "TRC" 0
"15038" 38 "c" 6 "TRC" 2
"15039" 38 "c" 6 "TRC" 8
"15040" 38 "c" 6 "TRC" 8
"15041" 38 "c" 6 "TRC" 6
"15042" 38 "c" 6 "TRC" 3
"15043" 38 "c" 6 "TRC" 6
"15044" 38 "c" 6 "TRC" 9
"15045" 38 "c" 6 "TRC" 0
"15046" 38 "c" 6 "TRC" 4
"15047" 38 "c" 6 "TRC" NA
"15048" 38 "c" 6 "TRC" NA
"15049" 38 "a" 4 "TRC" 0
"15050" 38 "a" 4 "TRC" 1
"15051" 38 "a" 4 "TRC" 13
"15052" 38 "a" 4 "TRC" 5
"15053" 38 "a" 4 "TRC" 11
"15054" 38 "a" 4 "TRC" 19
"15055" 38 "a" 4 "TRC" 21
"15056" 38 "a" 4 "TRC" 9
"15057" 38 "a" 4 "TRC" 5
"15058" 38 "a" 4 "TRC" 6
"15059" 38 "a" 4 "TRC" NA
"15060" 38 "a" 4 "TRC" NA
"15061" 39 "a" 7 "TRC" 0
"15062" 39 "a" 7 "TRC" NA
"15063" 39 "a" 7 "TRC" 0
"15064" 39 "a" 7 "TRC" NA
"15065" 39 "a" 7 "TRC" NA
"15066" 39 "a" 7 "TRC" NA
"15067" 39 "a" 7 "TRC" NA
"15068" 39 "a" 7 "TRC" NA
"15069" 39 "a" 7 "TRC" NA
"15070" 39 "a" 7 "TRC" NA
"15071" 39 "a" 7 "TRC" NA
"15072" 39 "a" 7 "TRC" NA
"15073" 39 "d" 6 "TRC" 0
"15074" 39 "d" 6 "TRC" 0
"15075" 39 "d" 6 "TRC" 1
"15076" 39 "d" 6 "TRC" NA
"15077" 39 "d" 6 "TRC" NA
"15078" 39 "d" 6 "TRC" NA
"15079" 39 "d" 6 "TRC" NA
"15080" 39 "d" 6 "TRC" NA
"15081" 39 "d" 6 "TRC" NA
"15082" 39 "d" 6 "TRC" NA
"15083" 39 "d" 6 "TRC" NA
"15084" 39 "d" 6 "TRC" NA
"15085" 39 "d" 10 "TRC" 0
"15086" 39 "d" 10 "TRC" 0
"15087" 39 "d" 10 "TRC" 1
"15088" 39 "d" 10 "TRC" 1
"15089" 39 "d" 10 "TRC" 1
"15090" 39 "d" 10 "TRC" NA
"15091" 39 "d" 10 "TRC" NA
"15092" 39 "d" 10 "TRC" NA
"15093" 39 "d" 10 "TRC" NA
"15094" 39 "d" 10 "TRC" 0
"15095" 39 "d" 10 "TRC" NA
"15096" 39 "d" 10 "TRC" NA
"15097" 39 "b" 12 "TRC" 0
"15098" 39 "b" 12 "TRC" 0
"15099" 39 "b" 12 "TRC" 0
"15100" 39 "b" 12 "TRC" NA
"15101" 39 "b" 12 "TRC" NA
"15102" 39 "b" 12 "TRC" NA
"15103" 39 "b" 12 "TRC" NA
"15104" 39 "b" 12 "TRC" NA
"15105" 39 "b" 12 "TRC" NA
"15106" 39 "b" 12 "TRC" NA
"15107" 39 "b" 12 "TRC" NA
"15108" 39 "b" 12 "TRC" NA
"15109" 39 "c" 13 "TRC" 0
"15110" 39 "c" 13 "TRC" 0
"15111" 39 "c" 13 "TRC" 0
"15112" 39 "c" 13 "TRC" NA
"15113" 39 "c" 13 "TRC" NA
"15114" 39 "c" 13 "TRC" NA
"15115" 39 "c" 13 "TRC" NA
"15116" 39 "c" 13 "TRC" NA
"15117" 39 "c" 13 "TRC" NA
"15118" 39 "c" 13 "TRC" NA
"15119" 39 "c" 13 "TRC" NA
"15120" 39 "c" 13 "TRC" NA
"15121" 39 "d" 2 "TRC" 0
"15122" 39 "d" 2 "TRC" 0
"15123" 39 "d" 2 "TRC" 0
"15124" 39 "d" 2 "TRC" 1
"15125" 39 "d" 2 "TRC" 1
"15126" 39 "d" 2 "TRC" 0
"15127" 39 "d" 2 "TRC" NA
"15128" 39 "d" 2 "TRC" NA
"15129" 39 "d" 2 "TRC" NA
"15130" 39 "d" 2 "TRC" NA
"15131" 39 "d" 2 "TRC" NA
"15132" 39 "d" 2 "TRC" NA
"15133" 39 "a" 15 "TRC" 0
"15134" 39 "a" 15 "TRC" 0
"15135" 39 "a" 15 "TRC" 0
"15136" 39 "a" 15 "TRC" 0
"15137" 39 "a" 15 "TRC" 1
"15138" 39 "a" 15 "TRC" 0
"15139" 39 "a" 15 "TRC" 1
"15140" 39 "a" 15 "TRC" NA
"15141" 39 "a" 15 "TRC" NA
"15142" 39 "a" 15 "TRC" NA
"15143" 39 "a" 15 "TRC" NA
"15144" 39 "a" 15 "TRC" NA
"15145" 39 "b" 16 "TRC" 0
"15146" 39 "b" 16 "TRC" 0
"15147" 39 "b" 16 "TRC" 0
"15148" 39 "b" 16 "TRC" NA
"15149" 39 "b" 16 "TRC" 1
"15150" 39 "b" 16 "TRC" NA
"15151" 39 "b" 16 "TRC" NA
"15152" 39 "b" 16 "TRC" NA
"15153" 39 "b" 16 "TRC" NA
"15154" 39 "b" 16 "TRC" NA
"15155" 39 "b" 16 "TRC" NA
"15156" 39 "b" 16 "TRC" NA
"15157" 39 "c" 5 "TRC" 0
"15158" 39 "c" 5 "TRC" 0
"15159" 39 "c" 5 "TRC" 0
"15160" 39 "c" 5 "TRC" 1
"15161" 39 "c" 5 "TRC" 1
"15162" 39 "c" 5 "TRC" 1
"15163" 39 "c" 5 "TRC" 1
"15164" 39 "c" 5 "TRC" NA
"15165" 39 "c" 5 "TRC" NA
"15166" 39 "c" 5 "TRC" NA
"15167" 39 "c" 5 "TRC" NA
"15168" 39 "c" 5 "TRC" NA
"15169" 39 "b" 4 "TRC" 0
"15170" 39 "b" 4 "TRC" 0
"15171" 39 "b" 4 "TRC" 2
"15172" 39 "b" 4 "TRC" 0
"15173" 39 "b" 4 "TRC" 0
"15174" 39 "b" 4 "TRC" 0
"15175" 39 "b" 4 "TRC" 1
"15176" 39 "b" 4 "TRC" 1
"15177" 39 "b" 4 "TRC" NA
"15178" 39 "b" 4 "TRC" 1
"15179" 39 "b" 4 "TRC" NA
"15180" 39 "b" 4 "TRC" NA
"15181" 39 "c" 1 "TRC" 0
"15182" 39 "c" 1 "TRC" 0
"15183" 39 "c" 1 "TRC" 1
"15184" 39 "c" 1 "TRC" NA
"15185" 39 "c" 1 "TRC" 1
"15186" 39 "c" 1 "TRC" 0
"15187" 39 "c" 1 "TRC" 1
"15188" 39 "c" 1 "TRC" NA
"15189" 39 "c" 1 "TRC" NA
"15190" 39 "c" 1 "TRC" NA
"15191" 39 "c" 1 "TRC" NA
"15192" 39 "c" 1 "TRC" NA
"15193" 39 "d" 14 "TRC" 0
"15194" 39 "d" 14 "TRC" 1
"15195" 39 "d" 14 "TRC" 1
"15196" 39 "d" 14 "TRC" NA
"15197" 39 "d" 14 "TRC" NA
"15198" 39 "d" 14 "TRC" NA
"15199" 39 "d" 14 "TRC" NA
"15200" 39 "d" 14 "TRC" NA
"15201" 39 "d" 14 "TRC" NA
"15202" 39 "d" 14 "TRC" NA
"15203" 39 "d" 14 "TRC" NA
"15204" 39 "d" 14 "TRC" NA
"15205" 39 "c" 9 "TRC" 0
"15206" 39 "c" 9 "TRC" NA
"15207" 39 "c" 9 "TRC" 1
"15208" 39 "c" 9 "TRC" 1
"15209" 39 "c" 9 "TRC" 0
"15210" 39 "c" 9 "TRC" 0
"15211" 39 "c" 9 "TRC" 1
"15212" 39 "c" 9 "TRC" NA
"15213" 39 "c" 9 "TRC" 1
"15214" 39 "c" 9 "TRC" NA
"15215" 39 "c" 9 "TRC" NA
"15216" 39 "c" 9 "TRC" NA
"15217" 39 "b" 8 "TRC" 0
"15218" 39 "b" 8 "TRC" NA
"15219" 39 "b" 8 "TRC" 0
"15220" 39 "b" 8 "TRC" 0
"15221" 39 "b" 8 "TRC" NA
"15222" 39 "b" 8 "TRC" NA
"15223" 39 "b" 8 "TRC" 0
"15224" 39 "b" 8 "TRC" 1
"15225" 39 "b" 8 "TRC" NA
"15226" 39 "b" 8 "TRC" 0
"15227" 39 "b" 8 "TRC" NA
"15228" 39 "b" 8 "TRC" NA
"15229" 39 "a" 3 "TRC" 0
"15230" 39 "a" 3 "TRC" NA
"15231" 39 "a" 3 "TRC" 0
"15232" 39 "a" 3 "TRC" 0
"15233" 39 "a" 3 "TRC" 1
"15234" 39 "a" 3 "TRC" 0
"15235" 39 "a" 3 "TRC" NA
"15236" 39 "a" 3 "TRC" 1
"15237" 39 "a" 3 "TRC" NA
"15238" 39 "a" 3 "TRC" NA
"15239" 39 "a" 3 "TRC" NA
"15240" 39 "a" 3 "TRC" NA
"15241" 40 "c" 12 "TRC" 0
"15242" 40 "c" 12 "TRC" 1
"15243" 40 "c" 12 "TRC" 3
"15244" 40 "c" 12 "TRC" 1
"15245" 40 "c" 12 "TRC" 1
"15246" 40 "c" 12 "TRC" NA
"15247" 40 "c" 12 "TRC" 0
"15248" 40 "c" 12 "TRC" 0
"15249" 40 "c" 12 "TRC" 1
"15250" 40 "c" 12 "TRC" NA
"15251" 40 "c" 12 "TRC" NA
"15252" 40 "c" 12 "TRC" NA
"15253" 40 "b" 3 "TRC" 0
"15254" 40 "b" 3 "TRC" 0
"15255" 40 "b" 3 "TRC" 3
"15256" 40 "b" 3 "TRC" 1
"15257" 40 "b" 3 "TRC" 2
"15258" 40 "b" 3 "TRC" 2
"15259" 40 "b" 3 "TRC" 0
"15260" 40 "b" 3 "TRC" 2
"15261" 40 "b" 3 "TRC" 4
"15262" 40 "b" 3 "TRC" 2
"15263" 40 "b" 3 "TRC" 2
"15264" 40 "b" 3 "TRC" NA
"15265" 40 "a" 10 "TRC" 0
"15266" 40 "a" 10 "TRC" 0
"15267" 40 "a" 10 "TRC" 1
"15268" 40 "a" 10 "TRC" 1
"15269" 40 "a" 10 "TRC" NA
"15270" 40 "a" 10 "TRC" 0
"15271" 40 "a" 10 "TRC" NA
"15272" 40 "a" 10 "TRC" 0
"15273" 40 "a" 10 "TRC" 1
"15274" 40 "a" 10 "TRC" 1
"15275" 40 "a" 10 "TRC" 2
"15276" 40 "a" 10 "TRC" NA
"15277" 40 "d" 9 "TRC" 0
"15278" 40 "d" 9 "TRC" 0
"15279" 40 "d" 9 "TRC" 1
"15280" 40 "d" 9 "TRC" 1
"15281" 40 "d" 9 "TRC" 0
"15282" 40 "d" 9 "TRC" 0
"15283" 40 "d" 9 "TRC" 1
"15284" 40 "d" 9 "TRC" 2
"15285" 40 "d" 9 "TRC" 1
"15286" 40 "d" 9 "TRC" NA
"15287" 40 "d" 9 "TRC" NA
"15288" 40 "d" 9 "TRC" NA
"15289" 40 "a" 6 "TRC" 0
"15290" 40 "a" 6 "TRC" 0
"15291" 40 "a" 6 "TRC" 1
"15292" 40 "a" 6 "TRC" NA
"15293" 40 "a" 6 "TRC" 0
"15294" 40 "a" 6 "TRC" NA
"15295" 40 "a" 6 "TRC" 0
"15296" 40 "a" 6 "TRC" 1
"15297" 40 "a" 6 "TRC" 0
"15298" 40 "a" 6 "TRC" 1
"15299" 40 "a" 6 "TRC" 2
"15300" 40 "a" 6 "TRC" NA
"15301" 40 "d" 13 "TRC" 0
"15302" 40 "d" 13 "TRC" 2
"15303" 40 "d" 13 "TRC" 1
"15304" 40 "d" 13 "TRC" 0
"15305" 40 "d" 13 "TRC" 0
"15306" 40 "d" 13 "TRC" 0
"15307" 40 "d" 13 "TRC" 0
"15308" 40 "d" 13 "TRC" 0
"15309" 40 "d" 13 "TRC" 2
"15310" 40 "d" 13 "TRC" NA
"15311" 40 "d" 13 "TRC" NA
"15312" 40 "d" 13 "TRC" NA
"15313" 40 "d" 5 "TRC" 0
"15314" 40 "d" 5 "TRC" 0
"15315" 40 "d" 5 "TRC" 4
"15316" 40 "d" 5 "TRC" 2
"15317" 40 "d" 5 "TRC" 2
"15318" 40 "d" 5 "TRC" 0
"15319" 40 "d" 5 "TRC" 1
"15320" 40 "d" 5 "TRC" 1
"15321" 40 "d" 5 "TRC" 1
"15322" 40 "d" 5 "TRC" 1
"15323" 40 "d" 5 "TRC" NA
"15324" 40 "d" 5 "TRC" NA
"15325" 40 "c" 8 "TRC" 0
"15326" 40 "c" 8 "TRC" 2
"15327" 40 "c" 8 "TRC" 2
"15328" 40 "c" 8 "TRC" 2
"15329" 40 "c" 8 "TRC" 1
"15330" 40 "c" 8 "TRC" 1
"15331" 40 "c" 8 "TRC" 1
"15332" 40 "c" 8 "TRC" 1
"15333" 40 "c" 8 "TRC" 1
"15334" 40 "c" 8 "TRC" NA
"15335" 40 "c" 8 "TRC" NA
"15336" 40 "c" 8 "TRC" NA
"15337" 40 "a" 14 "TRC" 0
"15338" 40 "a" 14 "TRC" 3
"15339" 40 "a" 14 "TRC" 1
"15340" 40 "a" 14 "TRC" 0
"15341" 40 "a" 14 "TRC" 2
"15342" 40 "a" 14 "TRC" 0
"15343" 40 "a" 14 "TRC" 1
"15344" 40 "a" 14 "TRC" 0
"15345" 40 "a" 14 "TRC" 3
"15346" 40 "a" 14 "TRC" 2
"15347" 40 "a" 14 "TRC" 1
"15348" 40 "a" 14 "TRC" NA
"15349" 40 "b" 15 "TRC" 0
"15350" 40 "b" 15 "TRC" 0
"15351" 40 "b" 15 "TRC" 1
"15352" 40 "b" 15 "TRC" 0
"15353" 40 "b" 15 "TRC" NA
"15354" 40 "b" 15 "TRC" 0
"15355" 40 "b" 15 "TRC" 2
"15356" 40 "b" 15 "TRC" 0
"15357" 40 "b" 15 "TRC" 1
"15358" 40 "b" 15 "TRC" NA
"15359" 40 "b" 15 "TRC" NA
"15360" 40 "b" 15 "TRC" NA
"15361" 40 "c" 4 "TRC" 0
"15362" 40 "c" 4 "TRC" 0
"15363" 40 "c" 4 "TRC" 1
"15364" 40 "c" 4 "TRC" NA
"15365" 40 "c" 4 "TRC" NA
"15366" 40 "c" 4 "TRC" NA
"15367" 40 "c" 4 "TRC" NA
"15368" 40 "c" 4 "TRC" NA
"15369" 40 "c" 4 "TRC" NA
"15370" 40 "c" 4 "TRC" NA
"15371" 40 "c" 4 "TRC" NA
"15372" 40 "c" 4 "TRC" NA
"15373" 40 "c" 16 "TRC" 0
"15374" 40 "c" 16 "TRC" 1
"15375" 40 "c" 16 "TRC" 6
"15376" 40 "c" 16 "TRC" 4
"15377" 40 "c" 16 "TRC" 2
"15378" 40 "c" 16 "TRC" 1
"15379" 40 "c" 16 "TRC" 1
"15380" 40 "c" 16 "TRC" 1
"15381" 40 "c" 16 "TRC" NA
"15382" 40 "c" 16 "TRC" NA
"15383" 40 "c" 16 "TRC" NA
"15384" 40 "c" 16 "TRC" NA
"15385" 40 "d" 1 "TRC" 0
"15386" 40 "d" 1 "TRC" 0
"15387" 40 "d" 1 "TRC" 3
"15388" 40 "d" 1 "TRC" 1
"15389" 40 "d" 1 "TRC" 2
"15390" 40 "d" 1 "TRC" 2
"15391" 40 "d" 1 "TRC" 0
"15392" 40 "d" 1 "TRC" 1
"15393" 40 "d" 1 "TRC" 2
"15394" 40 "d" 1 "TRC" NA
"15395" 40 "d" 1 "TRC" NA
"15396" 40 "d" 1 "TRC" NA
"15397" 40 "b" 7 "TRC" 0
"15398" 40 "b" 7 "TRC" 2
"15399" 40 "b" 7 "TRC" 1
"15400" 40 "b" 7 "TRC" 0
"15401" 40 "b" 7 "TRC" 0
"15402" 40 "b" 7 "TRC" 0
"15403" 40 "b" 7 "TRC" 1
"15404" 40 "b" 7 "TRC" 1
"15405" 40 "b" 7 "TRC" 1
"15406" 40 "b" 7 "TRC" 3
"15407" 40 "b" 7 "TRC" NA
"15408" 40 "b" 7 "TRC" NA
"15409" 40 "a" 2 "TRC" 0
"15410" 40 "a" 2 "TRC" 1
